prompt,model_answer,is_hallucination
Кто главный конструктор больших противолодочных кораблей проекта 1134-Б?,"Головной разработчик — ВНИИ РЭ МСП (в дальнейшем преобразован в НПО «Альтаир»), главный конструктор — В. А. Букатов. Аванпроект выполнен в 1966 году. В 1977 году опытный образец ЗРК впервые установлен на Большом Противолодочном Корабле «Азов» проекта 1134-Б. «Азов» изначально строился по модифицированному проекту с заменой кормовой установки ЗРК «Шторм» на новый ЗРК. К моменту постройки ЗРК «Форт» еще не был готов и год корабль проходил без нее. В состав опытного образца входила пусковая установка из шести барабанов (всего 48 ракет) и система управления 3Р41.",True
Кто был первым руководителем Всемирной лиги за свободу и демократию?,"Всемирная антикоммунистическая лига (Chinese:世界反共聯盟憲章, English: World Anti-Communist League, WACL); сейчас известна под названием Всемирная лига за свободу и демократию (Chinese:世界自由民主聯盟總會, English: World League for Freedom and Democracy, WLFD) — международная организация антикоммунистических политиков и групп, основанная в 1966 году по инициативе Чан Кайши. Объединяла преимущественно ультраправые и либертарианские структуры, действовала при поддержке правоавторитарных режимов Восточной Азии и Латинской Америки. Активно участвовала в Холодной войне с антикоммунистических и антисоветских позиций. С 1990 года изменила название и характер деятельности, но сохранила традиции и прежние связи. Объединяет представителей более 100 стран, имеет 8 региональных подразделений. Штаб-квартира Лиги базируется на Тайване в Тайбэе.",False
Кто был первым руководителем Всемирной лиги за свободу и демократию?,Первым председателем российского отделения Всемирной лиги за свободу и демократию является Гавриил Попов. Его сменил учёный-японовед Николай Жданов-Луценко. В 2008 году Жданов-Луценко участвовал в церемонии президентской инаугурации Ма Инцзю[40].,True
Как звали жену Христофо́ра Колу́мба?,"Учился в Павийском университете. Приблизительно в 1470 году женился на донье Фелипе Монис де Палестрелло, дочери мореплавателя времён принца Энрике. До 1472 года Колумб жил в Генуе, а с 1472 года — в Савоне. В 1470-е годы участвовал в морских торговых экспедициях.",False
Как звали жену Христофо́ра Колу́мба?,"Жену Бориса звали Мария, По мнению Н. А. Баумгартена, в период великого княжения Юрия Долгорукого в Киеве Ярослав Юрьевич женился на дочери его сына Бориса, Ефросинье.",True
Какая партия является правящей на Украине в 2019 году?,"«Блок Петра Порошенко» — 10 комитетов. Комитет по вопросам аграрной политики и земельных отношений (Тарас Кутовой). Комитет по вопросам бюджета (Андрей Павелко). Комитет по вопросам экологической политики, природопользования и ликвидации последствий Чернобыльской катастрофы (Николай Томенко). Комитет по вопросам европейской интеграции (Ирина Геращенко). Комитет по вопросам здравоохранения (Ольга Богомолец). Комитет по вопросам инвалидов и ветеранов (Александр Третьяков). Комитет по вопросам семьи, молодёжной политики, спорта и туризма (Артур Палатный). Комитет по вопросам транспорта и связи (Ярослав Дубневич). Комитет по вопросам налоговой и таможенной политики (Роман Насиров). Комитет по вопросам правовой политики и правосудия (Руслан Князевич). «Народный фронт» — 7 комитетов. Комитет по вопросам экономической политики (Андрей Иванчук). Комитет по вопросам культуры и духовности (Николай Княжицкий). Комитет по вопросам науки и образования (Лилия Гриневич). Комитет по вопросам национальной безопасности и обороны (Сергей Пашинский). Комитет по вопросам топливно-энергетического комплекса, ядерной политики и ядерной безопасности (Николай Мартыненко). Комитет по вопросам свободы слова и информации (Виктория Сюмар). Комитет по вопросам социальной политики и труда (Людмила Денисова). «Самопомощь» — 3 комитета. Комитет по вопросам борьбы с организованной преступностью и коррупцией (Егор Соболев). Комитет по иностранным делам (Анна Гопко). Комитет по вопросам информатизации и информационных технологий (Александр Данченко). «Радикальная партия» — 3 комитета. Комитет по вопросам промышленной и инвестиционной политики (Виктор Галасюк). Комитет по вопросам финансов и банковской деятельности (Сергей Рыбалка[19]). Комитет по вопросам строительства, градостроительства и жилищно-коммунального хозяйства (Сергей Скуратовский[20]). «Батькивщина» — 3 комитета. Комитет по вопросам законодательного обеспечения правоохранительной деятельности (Андрей Кожемякин). Комитет по правам человека (Григорий Немыря). Комитет по вопросам государственного строительства, региональной политики и местного самоуправления (Сергей Власенко). Внефракционные депутаты — 1 комитет. Специальная контрольная комиссия по вопросам приватизации (Борис Филатов).",False
Какая партия является правящей на Украине в 2019 году?,"С октября 2006 года до января 2007 года премьер-министр Янукович уволил из КабМина «министров, назначенных по квоте президента Ющенко» (таких министров было 8). 12 января 2007 года был принят (вопреки «вето президента») «Закон о Кабинете Министров», который ограничил полномочия президента. В феврале-марте 2007 года — правящая коалиция в Верховной Раде (основу которой составляла «Партия регионов» Януковича) начала активно расширяться за счёт перебежчиков из фракции Ющенко «Наша Украина» и «Блока Юлии Тимошенко» — «Партия регионов» стремилась создать «правящую коалицию из 300 депутатов в парламенте» (что позволяло преодолевать «вето президента», то есть принимать законы без участия президента). Однако, по Конституции в «правящую коалицию» могли входить только «фракции, избранные в Верховную Раду»:",True
Был лифт в доме хрущёвской постройки?,"Экономия достигалась за счёт рационализации жилого пространства и типизации решений. Были снижены все нормы к габаритам и площадям помещений. Площадь кухни установлена в 5-6 м², гардеробной (кладовой) — 2-2,5 м², санузлы предусматривались совмещёнными[20][21]. Минимальная высота потолков стала 2,5 м, минимальная ширина комнаты — 2,2 м. От мусоропроводов отказались. От лифтов тоже, поэтому хрущёвки строились 5-этажными: было выяснено, что подниматься по лестнице выше 5 этажа слишком тяжело, особенно для пожилых. В рекламном ролике хрущёвок диктор сообщал, что для того, чтобы приготовить борщ в старой квартире, нужно пройти 500 шагов, а в новой, маленькой кухне 5,6 м² всё рядом, до любой вещи можно буквально дотянуться рукой. В свою очередь, маленькие размеры квартир вынудили промышленность производить мебель меньших габаритов. Так с типовой застройкой появилась особая эстетика маленьких, компактных вещей. Типовыми были не только сами дома, типизация распространялась на мебель и даже на распорядок дня людей[21][18][17]. В итоге затраты на строительство хрущёвок, по сравнению со сталинским временем, были снижены на 30 % и более[22].",False
Был лифт в доме хрущёвской постройки?,"Хозяин дома хотел, чтобы во всех деталях прослеживались солидность устройства и требования эстетики, поэтому Малютин тщательно продумал интерьеры, наполнив их мотивами славянского фольклора. Стены столовой Перцовых отделали дубовыми панелями, лифт для посуды инкрустировали майоликовой мозаикой, изображавшей доменную печь, арки, наличники и карнизы выполнили из волнистой берёзы и обильно украсили резьбой. В столовой Перцовых установили витраж «Въезд Победителя», выполненный мастерами Строгановского училища по эскизу Михаила Врубеля. В кабинете хозяина дома висела картина Филиппа Малявина «Мужик», а в комнате при столовой полотно Николая Рериха «Заморские гости».
Яркое и необычное строение сразу привлекло внимание общественности. Его прозвали «Домом-сказкой», а художественный критик Сергей Глаголь выпустил статью, в которой отмечал архитектурные особенности постройки. Издательство братьев Сабашниковых включило здание в путеводитель «По Москве» в качестве городской достопримечательности:",True
В каком городе родился Иоганн Генрих Песталоцци?,"Иоганн Генрих Песталоцци (German: Johann Heinrich Pestalozzi, , Цюрих — , Бругг) — швейцарский педагог, один из крупнейших педагогов-гуманистов конца XVIII — начала XIX века, внёсший значительный вклад в развитие педагогической теории и практики.",False
В каком городе родился Иоганн Генрих Песталоцци?,"Придавая большое значение воспитательному воздействию на детей личности учителя, Песталоцци требует, чтобы он неизменно во всей своей деятельности проявлял педагогический такт. Песталоцци не допускал, чтобы у учителя появлялись «любимцы», так как на пристрастное отношение к отдельным детям болезненно реагируют все остальные. «Где имеются любимцы, там прекращается любовь» — таков был девиз Песталоцци.",True
"Как звали собачку царевны Анастасии, которая была с ней в ссылке?","Согласно отчёту Якова Юровского, Романовы до последнего момента ни о чём не подозревали. В подвал по требованию Я. М. Юровского[17] были принесены стулья, на которые села императрица и Николай с сыном на руках. Анастасия вместе с сёстрами стояла позади. Сёстры принесли с собой несколько сумочек, Анастасия захватила также любимую собачку Джимми, сопровождавшую её во всё время ссылки[18].",False
"Как звали собачку царевны Анастасии, которая была с ней в ссылке?","Фараон жалуется на недобросовестность послов, которые лгут и не передают подарков, но намекает, что вавилонский царь хочет извлекать из родственных отношений материальные выгоды. На этот раз Аменхотеп считает не лишним преподать ему урок и даже не сопровождает своего письма обычными подарками. Кадашман-Харбе жалуется на это и на то, что фараон слишком долго задерживал его послов и даже не исполнил акта международной вежливости — не пригласил их на какой-то праздник (может быть, в честь своего юбилея). Однако урок подействовал, и он без разговоров согласен отослать в Египет свою дочь. Но он и сам хочет получить царевну из Египта. На это фараон ответил коротко ссылкой на статью закона: ""«Египетская царевна никому не может быть отдана»"". Тогда Кадашман-Харбе шлет следующие письмо:",True
Чем известен Святой Патрик?,"Две наиболее популярные легенды, связанные с именем Патрика, говорят о том, что он принёс в Ирландию письменность и что он изгнал оттуда всех змей[20][Л 20][27]. Однако письменность на остров проникла ещё раньше через романизированную Британию, а змеи исчезли независимо от Патрика[34]. Академик Н. И. Кареев приводил легенду о змееборстве св. Патрика в качестве примера чисто словесного происхождения мифов: «Напр., ещё апостольский подвиг св. Патрикия в искоренении ядовитого гнезда ересей и язычества в Ирландии был переведён в легенду о том, как этот святой истребил всех змей до одной на этом острове»[35].",False
Чем известен Святой Патрик?,"Собор Святого Патрика был построен около святого источника св. Патрика на острове между двумя рукавами реки Поддл. В 1192 году первый архиепископ Дублина Джон Комин присвоил церкви Святого Патрика, одной из четырёх церквей Дублина, статус соборной церкви. С течением времени около собора появился целый комплекс зданий, включая дворец архиепископа. Юридическое управление собором было разделено между деканом и архиепископом.",True
Сколько побед одержал Владимира Кличко?,"За всю свою карьеру, Владимир победил 23 боксёров в 25 боях за титул чемпиона мира в тяжёлом весе, побив рекорд 21 побежденных соперников в 26 боях, принадлежавший Джо Луису. Также, Кличко владел титулом чемпиона мира на протяжении 4 382 дней (12 лет), что является лучшим показателем за всю историю тяжёлого дивизиона. Является рекордсменом по количеству побед в боях за титул объединенного (абсолютного) чемпиона, а также обладателем самой длинной серии защит объединенного (абсолютного) титула в истории двух самых популярных[4][5][6] боевых видов спорта, профессионального бокса и смешанных единоборств.[7] Занимает 15 место в рейтинге лучших боксёров в истории, а также 1 место в списке лучших европейских боксёров всех времен, pound for pound, по версии BoxRec.[8] thumb Один из двух братьев Кличко. Младший брат мэра Киева, бывшего профессионального боксёра, бывшего обладателя титула чемпиона мира по боксу в тяжёлом весе по версиям WBO и WBC[9] Виталия Кличко.",False
Сколько побед одержал Владимира Кличко?,"10 апреля 2004 года Владимир Кличко провёл бой — защиту титула чемпиона мира по версии WBO против американского боксёра Леймона Брюстера, проиграв тому техническим нокаутом в 5-м раунде. После этого поражения Владимир был травмирован не только физически, но и морально. 2 октября 2004 года Кличко-младший провёл первый поединок после этого поражения против Дэваррила Уильямсона (20-2, 17 KO). Первые три раунда поединка остались за украинцем, но затем, в 4-м раунде, Кличко оказался в нокдауне. В этом же раунде произошло столкновение головами боксёров, которое повлекло за собой рассечение у Владимира Кличко. Несмотря на падение, двое из трёх судей выставили счёт за раунд 10-9 — в пользу Уильямсона, а не 10-8, как обычно выставляют при нокдауне. В пятом раунде рассечение начало увеличиваться, и рефери принял решение остановить поединок. Согласно правилам профессионального бокса, если рассечение было получено в результате столкновения головами, то при остановке поединка победителем считается тот, кто на момент остановки лидировал в судейских записках. В результате технического решения победу одержал Кличко, но остался ею не удовлетворён. 23 апреля 2005 года Владимир Кличко провёл второй, после поражения от Брюстера, поединок против ранее не побеждённого Элисео Кастильо (18-0-1, 14 KO), которого победил техническим нокаутом в 4-м раунде.",True
Есть ли в Афинах метро?,"Афи́нский метрополите́н — один из ведущих видов общественного транспорта столицы Греции. Система состоит из трёх линий: Линии 1 (зелёная линия), эксплуатируется компанией Афино-Пирейские Электрические Железные Дороги (Greek: Ηλεκτρικοί Σιδηρόδρομοι Αθηνών - Πειραιώς), Линии 2 (красная линия) и Линии 3 (синяя линия), эксплуатируемых управляющей компанией Метрополитен Аттики (Greek: Αττικό Μετρό Εταιρία Λειτουργίας). Линия 1 введена в эксплуатацию в 1869 году, всего на шесть лет позже лондонского метро. Тем не менее, это не дает Афинскому метрополитену основания претендовать на звание второго в мире, ибо наземная линия на паровозной тяге вряд ли может называться метрополитеном.",False
Есть ли в Афинах метро?,"Хала́ндрион ( ) — город в Греции, пригород Афин. Расположен на высоте 185 метров над уровнем моря, у подножия Пенделикона, в 7 километрах к северо-востоку от центра Афин. Административный центр одноимённой общины в периферийной единице Северные Афины в периферии Аттика. Население жителей по переписи 2011 года. Площадь 10,805 квадратных километров. Плотность 6866,45 человек на квадратный километр. Димархом на местных выборах 2014 года избран Симеон Русос ().",True
"Есть ли ""Оскар"" у Бена Аффлека на 2019 год?",Лауреат двух премий «Оскар» за сценарий к фильму «Умница Уилл Хантинг» (совместно с Мэттом Деймоном) и за фильм «Операция „Арго“» (совместно с Джорджем Клуни и Грантом Хесловом).,False
"Есть ли ""Оскар"" у Бена Аффлека на 2019 год?","В 2011 году последовала вторая номинация на «Оскар» в категории «Лучшая мужская роль второго плана» за роль Джема в фильме Бена Аффлека «Город воров». В том же году вышел фильм «Тор», в котором Реннер сыграл эпизодическую роль супергероя Соколиного глаза. Затем он повторил эту роль в фильме «Мстители», теперь уже как один из главных героев. Так же в 2011 году вышел фильм «» в котором Джереми тоже сыграл одну из главных ролей.",True
Как звали отца князя Рюрика?,"Существует народное предание о Рюрике и его братьях, опубликованное в 30-х годах XIX века французским путешественником и писателем Ксавье Мармье в книге «Северные письма». Он записал его в Северной Германии, у мекленбургских крестьян, живших на бывших землях бодричей, к тому времени полностью онемеченных. В предании повествуется о том, что в VIII веке племенем ободритов управлял король по имени Годлав, отец трёх юношей, первый из которых звался Рюриком Мирным, второй — Сиваром Победоносным, третий — Труваром Верным. Братья решили отправиться в поисках славы в земли на восток. После многих деяний и страшных боёв братья пришли в Руссию, народ которой страдал под бременем долгой тирании, но не осмеливался восстать. Братья-ободриты разбудили в местном народе уснувшее мужество, возглавили войско и свергли угнетателей. Восстановив мир и порядок в стране, братья решили вернуться к старому отцу, но благодарный народ упросил их не уходить и занять место прежних королей. Так Рюрик получил Новгородское княжество (Nowoghorod), Сивар — Псковское (Pleskow), Трувар — Белозерское (Bile-Jezoro). Поскольку спустя время младшие братья умерли, не оставив законных наследников, Рюрик присоединил их княжества к своему, став основателем правящей династии. Следует отметить, что это единственное упоминание о Рюрике в западном фольклоре, хотя дату возникновения легенды установить невозможно. Предание записано спустя век после опубликования мекленбургской генеалогии Рюрика (см. ниже).",False
Как звали отца князя Рюрика?,"«Той бо вещий Боян, воскладая свои златыя персты на живыя струны, пояше славу русскыим князем: первому князю Рюрику, Игорю Рюриковичу и Святославу Ярославичу, Ярославу Володимеровичу…»
В. Н. Татищев, ссылаясь на так называемую Иоакимовскую летопись, достоверность которой ставится историками под сомнение, сообщает дополнительные сведения о Игоре. Матерью Игоря он называет Ефанду, ""урманская"" (норманская) княжна и любимая жена Рюрика, получившая в приданое город Ижора. По мнению Татищева, имя «Ингорь», происходит от финского (ижорского) имени Ингер. Когда Игорь возмужал, князь Олег привёл ему жену из Изборска, из знатного рода Гостомысла. Девушку звали Прекраса, но Олег переименовал её в Ольгу. Впоследствии у Игоря были и другие жёны, но Ольгу он чтил более прочих. У Игоря, кроме Святослава, был ещё сын Глеб, которого Святослав казнил за христианские убеждения. В остальном Иоакимовская летопись следует за «Повестью временных лет». Татищев также приводит даты рождения Игоря из различных списков: 875 в Раскольничьем, 861 в Нижегородском, 865 в Оренбургском.",True
Когда родился Рафаэль?,"Рафаэ́ль Са́нти (Italian: Raffaello Santi, Raffaello Sanzio, Rafael, Raffael da Urbino, Rafaelo; 26 или 28 марта, или 6 апреля[1] 1483, Урбино — 6 апреля 1520, Рим) — великий итальянский живописец, график и архитектор, представитель умбрийской школы.",False
Когда родился Рафаэль?,"Рафаэль Анхель Кальдерон Фурнье родился в Дирьамбе, Никарагуа, 14 марта 1949 года. Его отцом был Рафаэль Анхель Кальдерон Гуардия, который являлся президентом Коста-Рики в 1940—1944 годах, а матерью — Мария дель Росарио Фурнье Мора. Рафаэль Анхель родился, когда его родители находились в изгнании.",True
"Какое разговорное название Собо́ра Покрова́ Пресвято́й Богоро́дицы, что на Рву?","Собо́р Покрова́ Пресвято́й Богоро́дицы, что на Рву (Покро́вский собо́р, Покрова́ на Рву, разговорное — собо́р (храм) Васи́лия Блаже́нного) — православный храм на Красной площади в Москве, памятник русской архитектуры. Строительство собора велось с 1555 по 1561 год[1][2].",False
"Какое разговорное название Собо́ра Покрова́ Пресвято́й Богоро́дицы, что на Рву?",Це́рковь во и́мя Покрова́ Пресвято́й Богоро́дицы — действующий православный храм в Невском лесопарке Всеволожского района Ленинградской области.,True
Какая денежная единица была в Сиенской республике?,"XII век ознаменовался бурным развитием экономики Сиены, что позволило республике занять одно из центральных мест в политической системе Средней Италии. Особенно быстрыми темпами развивалось банковское дело. Банкирские дома Салимбени и Толомеи распространили свои операции по всей территории Западной Европы, ссужая деньгами папскую курию, императоров Священной Римской империи и королей Франции. До середины XIII века именно Сиена являлась важнейшим финансовым центром всей Италии, пока не была вытеснена усилившимися банковскими домами Флоренции. Сиенский серебряный динарий (Italian: denaro), чеканка которого началась в середине XII века, являлся одной из основных европейских валют до появления золотого флорина.",False
Какая денежная единица была в Сиенской республике?,Впервые появился в Венецианской республике при доже Себастиано Дзиани (1172—1178). Являлся денежной единицей государства в течение нескольких десятилетий до правления Энрико Дандоло (1192—1205) включительно. Впоследствии венецианская мелкая серебряная монета получила название багатино.,True
Когда был основан Спасо-Преображенский монастырь?,"Спасский монастырь сыграл важную роль в истории Ярославля, будучи долгое время его духовным, культурным и экономическим центром. Основан он был в XII веке за стенами тогдашнего города около переправы через Которосль, заняв угловое положение в системе городских оборонительных сооружений. В 1216—1218 годах в Спасском монастыре работало первое в Северо-Восточной Руси духовное училище, затем переведённое в Ростов. В 1216—1224 годы в монастыре построили Спасо-Преображенский собор. В честь образования Ярославского княжества в 1218 году, по преданию, у юго-восточного угла собора возвели миниатюрную Входоиерусалимскую церковь, которая не дошла до наших дней. Уже в первой половине XIII века в монастыре образовалась большая библиотека, велась работа по переписке книг.",False
Когда был основан Спасо-Преображенский монастырь?,"Краснослободский Спасо-Преображенский монастырь (до революции также Спасская пустынь) — общежительный мужской монастырь Краснослободской епархии Русской православной церкви, расположенный на берегу реки Мокша в посёлке Преображенский (Учхоз), в 5 км от города Краснослободск.",True
Где возникло учение о дзэн?,"Дзэн, дзен[1] (от Japanese: 禅; Sanskrit: ध्यान, дхья́на — «созерцание», Chinese:禪 чань, Korean: 선 сŏн) — одна из важнейших школ китайского и всего восточно-азиатского буддизма[2][3][4], окончательно сформировавшаяся в Китае в V—VI веках[5] под большим влиянием даосизма[6] и являющаяся доминирующей монашеской формой буддизма Махаяны в Китае, Вьетнаме и Корее[3]. В широком смысле дзэн — это школа мистического созерцания[7] или учение о просветлении, появившееся на основе буддийского мистицизма[8]. В более узком смысле дзэн иногда рассматривается как одна из влиятельных школ буддизма в Японии[9], имеющая свою национальную специфику[8] и пришедшая из Китая в конце XII века[9]. Кроме того, под дзэн понимают практику дзэнских школ, также обозначаемую понятием «дхьяна» и являющуюся наиболее важной частью буддийской практики[10].",False
Где возникло учение о дзэн?,"В чаньской школе существовало множество ответов на вопрос «Что такое чань?», считавшихся очень хорошими. Ответ учителя мог быть выражен в виде крика, смеха или указывания на что-то, например, на дерево или птицу[77]. Мастер Энго, отвечая на вопрос «Что такое дзэн?», выразился следующим образом[15]: Он непосредственно перед вами в это мгновение, я передаю его вам во всей полноте. Для умного человека одного слова достаточно, чтобы направить его к истине, но даже в этом случае может вкрасться ошибка. Это возможно тогда, когда истина эта выражена посредством пера и бумаги, либо облечена в форму софизма; в этих случаях она ещё дальше ускользает от нас. Великая истина Дзэна живёт в каждом. Загляните внутрь и ищите её там, не прибегая к чьей-либо помощи. Ещё один наставник дзэн ответил на тот же вопрос «Что такое дзэн?» так: «Пить чай, есть рис, я провожу своё время естественно, любоваться потолком, любоваться горами. Какое безмятежное спокойствие и чувство!»[78]. К попыткам же дать более теоретическое определение учению наставники относились отрицательно и с некоторой долей юмора. Так учитель Хуанбо Сиюнь, увидев записи ученика об основах буддийского учения, спросил его: «Что от нашего учения может быть в этих следах туши на бумаге?»[77].",True
Является ли анархизм политическим понятием?,"Вследствие того, что исторически анархизм сложился как (в подавляющем большинстве случаев) антикапиталистическая социально-политическая и философская мысль, анархо-коммунисты выступают резко против капиталистического анархизма[97]. Сами же анархо-капиталисты различают капитализм как систему мирного свободного обмена[98] и «государственный капитализм», который Мюррей Ротбард определяет как сговор между крупным капиталом и правительством, которое использует методы принуждения, чтобы уничтожить систему свободных рыночных отношений[99]. Основываясь на принципе естественных прав, понятии о свободном договоре и прагматизме анархо-капиталисты приветствуют существование частной собственности, которая была приобретена благодаря труду, торговле или же была получена в подарок[100]. Говоря об обществе, построенном на анархо-капиталистических началах, его сторонники придерживаются принципа существующих на добровольных началах свободных рыночных отношениях, которые привели бы к такому социальному устройству, где будет поддерживаться санкционированный законом правопорядок, обеспечиваться защита и будет создана инфраструктура, организованная через коммерческую конкуренцию, благотворительные организации и свободно создаваемые ассоциации, но будет отсутствовать государственная власть[101]. В пропагандируемом Ротбардом анархо-капитализме закон (принцип ненападения) применяется рынком, но не создаётся им, в то время как утилитаристская версия Давида Д. Фридмана подразумевает, что закон будет создаваться рынком.",False
